Price,Close,High,Low,Open,Volume
Ticker,BP,BP,BP,BP,BP
Date,,,,,
2000-01-03,18.153724670410156,18.308060268033195,18.057264921895754,18.288768318330316,2039300
2000-01-04,18.057270050048828,18.346649377773968,17.980102229322124,18.03797809486715,3825800
2000-01-05,18.67461585998535,18.67461585998535,17.825769684531473,17.8836455601306,4055900
2000-01-06,18.71318817138672,18.71318817138672,18.308057293449483,18.423808972860122,4034700
2000-01-07,18.36592674255371,18.36592674255371,18.05725570486373,18.05725570486373,4027200
2000-01-10,17.825759887695312,17.825759887695312,17.555672616669625,17.671424304252064,2999700
2000-01-11,17.825759887695312,17.825759887695312,17.247001449783127,17.59425651253044,3838800
2000-01-12,17.459213256835938,17.632840791986794,17.30487767003518,17.594256895286602,2714700
2000-01-13,17.71001434326172,17.864349980240032,17.169839613837613,17.28559134157135,3973000
2000-01-14,17.0733699798584,17.266289414659056,16.91903443201787,17.15053775377866,4740000
2000-01-18,17.208419799804688,17.208419799804688,16.8997485926333,16.919040543081515,2319500
2000-01-19,17.28558349609375,17.401335171290807,17.150539875030518,17.28558349609375,3252700
2000-01-20,16.880456924438477,17.015500579833983,16.66824546595982,16.899748875209262,5284700
2000-01-21,17.362749099731445,17.47850076039632,17.150537721845836,17.150537721845836,3514000
2000-01-24,17.28558349609375,18.01867743900844,17.169831820896693,17.980093547276088,2101000
2000-01-25,16.938335418701172,17.362758401857693,16.861167603581805,17.285590586738326,2170500
2000-01-26,16.91904640197754,17.034798144750475,16.591083130787553,16.591083130787553,2160900
2000-01-27,16.706823348999023,17.208413888345415,16.61036362989395,17.208413888345415,1713200
2000-01-28,16.64894676208496,16.880450077432606,16.571778990302413,16.668238705030596,2663000
2000-01-31,16.591073989868164,16.66824177586755,16.282402845870617,16.55249009686847,2265200
2000-02-01,16.82257843017578,16.84187037791681,16.26311194568599,16.282403893427016,2342300
2000-02-02,16.64894676208496,17.015493678052067,16.43673538968295,16.976909792160793,2284100
2000-02-03,16.108783721923828,16.166659591583432,15.443211220838352,15.742236547412986,9773800
2000-02-04,15.20205307006836,15.530016143915011,14.989841669344054,15.375680579751881,5663700
2000-02-07,14.97054672241211,15.086298372327667,14.835503130843959,14.97054672241211,2954700
2000-02-08,14.854793548583984,15.221340402380214,14.642582212175643,15.163464583359756,3632000
2000-02-09,14.160286903381348,14.6232935596227,14.083119127341122,14.6232935596227,5604200
2000-02-10,14.854793548583984,15.009129065971871,13.928780444256672,13.928780444256672,7042500
2000-02-11,14.391796112060547,14.681175390453184,14.27604440070349,14.27604440070349,6044400
2000-02-14,14.64258861541748,14.661880563527385,14.102414068340156,14.25674965321939,2997200
2000-02-15,14.623291969299316,14.700459736947334,14.19886924723522,14.276037014883237,5561700
2000-02-16,15.20205307006836,15.433556416313055,14.700462486538184,14.719754432058576,4224900
2000-02-17,15.08629322052002,15.78080288284575,14.989833545197003,15.703635142587336,2896800
2000-02-18,14.46895980834961,14.931966522216797,14.333916183471679,14.893382629394532,2183200
2000-02-22,14.005949020385742,14.08311678358346,13.620110204397156,13.890197375589167,3774100
2000-02-23,13.99289321899414,14.031762366824681,13.701374610265097,13.915154923333063,2418800
2000-02-24,13.565333366394043,13.759679116628913,13.409856766206145,13.720809966581939,3329400
2000-02-25,13.79854965209961,13.954026267897914,13.643073036301304,13.643073036301304,3337900
2000-02-28,14.245545387268066,14.303849120094538,13.4681622829151,13.643073481394518,3456900
2000-02-29,14.634232521057129,14.809143666727135,14.517625090610458,14.65366709279824,4439200
2000-03-01,14.809138298034668,15.081222203772837,14.537054392296499,14.886876556817002,3588000
2000-03-02,14.906320571899414,15.13953549610123,14.575932762613508,14.634236493663963,3048000
2000-03-03,14.770277976989746,14.984058316130387,14.711974248133208,14.925754587273849,2208500
