Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2000-01-03,12.290709495544434,12.483504570785614,12.194311570338403,12.363007358070798,12873345
2000-01-04,11.832812309265137,12.146105170562636,11.56771876710515,12.049707307457991,14208974
2000-01-05,12.025613784790039,12.290707453688436,11.881017308588255,11.905116592093426,12981591
2000-01-06,12.459405899047852,12.628101695117559,12.02561637693821,12.049715665638036,11115273
2000-01-07,13.302889823913574,13.447485593005526,12.459409078012698,13.11009391478207,17962163
2000-01-10,13.278782844543457,13.49567871083729,13.134187150688994,13.49567871083729,10413731
2000-01-11,13.110088348388672,13.495680002933877,13.110088348388672,13.206485486854184,9747076
2000-01-12,13.543875694274902,13.616174307932342,13.278781294311377,13.302881348977605,11423252
2000-01-13,14.266860008239746,14.315060127127907,13.351082554829542,13.471579751366837,27705866
2000-01-14,14.266860008239746,14.507854401314338,14.266860008239746,14.435557323665204,17055828
2000-01-18,14.074066162109375,14.363259132526242,13.80897170152798,14.315060562513699,11459615
2000-01-19,14.266860008239746,14.290960067683827,14.001767106062628,14.170462871146531,10596389
2000-01-20,14.03188705444336,14.218656638285122,13.808966618472251,14.170458086014378,8411342
2000-01-21,13.519776344299316,14.09816218302351,13.495677838718247,14.09816218302351,13022802
2000-01-24,13.254684448242188,13.592075953731994,12.869092827389743,13.495678823689603,13734463
2000-01-25,13.44747543334961,13.664371248634676,13.230581168405603,13.302879773500626,9903595
2000-01-26,13.44747543334961,13.495675536973666,13.25468122021763,13.423376931878643,7728771
2000-01-27,13.302889823913574,13.664381572156806,13.302889823913574,13.326988343591117,9058708
2000-01-28,13.567975044250488,13.760770842572953,13.061887817788033,13.302882178105778,11834628
2000-01-31,13.953567504882812,14.074064692502718,13.11008719154347,13.11008719154347,10634544
2000-02-01,14.266860008239746,14.339158636230435,13.688474084997349,13.71257414444143,12345713
2000-02-02,13.881265640258789,14.266855620382692,13.784868532813082,14.242757118691804,7527141
2000-02-03,13.73667049407959,14.122262082518883,13.616174866826285,13.905367782985099,9268876
2000-02-04,13.784868240356445,13.929463898457296,13.61617253073493,13.929463898457296,6965991
2000-02-07,14.266860008239746,14.266860008239746,13.71257414444143,13.833071340978725,13399924
2000-02-08,14.580146789550781,14.628345337470225,14.218655354643628,14.290953951693236,16190178
2000-02-09,13.929465293884277,14.531951138846303,13.929465293884277,14.507851084911342,11812389
2000-02-10,13.495686531066895,14.074072742320087,13.495686531066895,14.074072742320087,11148685
2000-02-11,13.495686531066895,13.71258097270126,13.110094690003216,13.71258097270126,10721288
2000-02-14,13.495686531066895,13.616183787606504,12.941398840916229,12.941398840916229,8846644
2000-02-15,13.71257495880127,13.83307216249463,13.399281919130202,13.519779122823563,8255666
2000-02-16,13.046704292297363,13.55407543509805,13.046704292297363,13.529915792645337,10407091
2000-02-17,13.14334774017334,13.28831183150434,12.998384425979685,13.191668585858778,8953835
2000-02-18,13.14334774017334,13.14334774017334,12.708457797592372,13.14334774017334,10871061
2000-02-22,12.950066566467285,13.070868708536807,12.80510321884634,12.92590536091586,9207006
2000-02-23,13.14334774017334,13.14334774017334,12.732618220435091,13.070865694507841,9581071
2000-02-24,12.780941009521484,12.877583492724638,12.587656820252638,12.708459729972216,9788076
2000-02-25,12.515180587768555,12.853429047821898,12.370217184070786,12.75678651964411,8700770
2000-02-28,12.442699432373047,12.539341961777124,12.34605690296897,12.418538994306486,8546148
2000-02-29,12.418535232543945,12.708461955795144,12.225250232284749,12.708461955795144,12447318
2000-03-01,12.321895599365234,12.539341080965745,12.17693220401082,12.418538121980768,11586833
2000-03-02,12.370211601257324,12.370211601257324,12.176927409270867,12.370211601257324,8803219
2000-03-03,12.611818313598633,12.950066644853251,12.17692826810343,12.950066644853251,10588589
2000-03-06,12.249410629272461,12.587658990225021,12.176929337228223,12.394373990498531,11152585
2000-03-07,11.597076416015625,12.176930703099014,11.597076416015625,12.128609059178418,15320312
2000-03-08,12.539339065551758,12.805105377175249,11.669558056085037,11.983645232680926,19821946
2000-03-09,13.288313865661621,13.288313865661621,12.466853923299794,12.611817259684242,19181957
2000-03-10,13.529928207397461,13.626569974433536,13.143358030701355,13.578249090915499,20526439
2000-03-13,13.26414966583252,13.57823747133284,12.950062637469484,13.57823747133284,12301445
2000-03-14,12.853425025939941,13.21583381035429,12.756782528001931,13.21583381035429,9108036
2000-03-15,13.626561164855957,13.771523721691716,13.046707828963129,13.095028681241715,16351545
2000-03-16,14.109774589538574,14.133934241611103,13.771525472047344,13.988971666350656,19343113
2000-03-17,13.844008445739746,14.03729344638551,13.723205514620542,13.940651723200226,13465377
2000-03-20,13.529928207397461,13.940658048714633,13.143358030701355,13.916496829817664,8288129
2000-03-21,14.182254791259766,14.303056144303564,13.844005718202496,13.940648976622382,14331660
2000-03-22,13.771525382995605,13.964810369701443,13.384956963859013,13.819847795378378,18326109
2000-03-23,13.626561164855957,13.89232662952563,13.457437404743457,13.457437404743457,10665004
2000-03-24,13.481597900390625,13.86816785144573,13.457438249871553,13.626562020605038,9484524
2000-03-27,13.43327808380127,13.723204792373586,13.40911843141406,13.481598942850804,9767734
2000-03-28,13.5540771484375,13.747362083864285,13.23998932265331,13.23998932265331,9288691
2000-03-29,14.06144905090332,14.206411577914416,13.572196053701468,13.626558361320884,14706146
2000-03-30,14.109774589538574,14.230577512726494,13.940650807930506,14.085613383190953,10455785
2000-03-31,14.133932113647461,14.254735018647647,13.795684601356884,14.133932113647461,9122475
2000-04-03,14.689627647399902,14.931233487990694,14.206415966218316,14.30305768074461,20075011
2000-04-04,15.366125106811523,15.462768390387726,14.689629893154574,14.955395425869721,35368340
2000-04-05,14.931230545043945,15.14867513700729,14.834587295290987,14.882909697304843,10348594
2000-04-06,14.834587097167969,14.93123034563021,14.59298286169919,14.737945402980456,10042090
2000-04-07,15.003717422485352,15.24532329321243,14.858753278339005,14.882914487121814,9818537
2000-04-10,15.390275955200195,15.583560837953648,14.979546550770513,15.05202857608734,16211574
2000-04-11,15.390275955200195,15.656042863270475,15.293634290960593,15.36611476200317,13789271
2000-04-12,15.607728958129883,15.849333225957027,15.172838167491143,15.269479874622002,17862033
2000-04-13,15.317792892456055,15.607720974087416,15.052027556659498,15.535238953679574,13212944
2000-04-14,14.6654634475708,15.100354182703162,14.254733913274858,15.052033335305063,14472369
2000-04-17,14.689627647399902,15.027875202516988,14.30305768074461,14.399700949545963,14601378
2000-04-18,15.293644905090332,15.317804560780447,14.689630198707556,14.689630198707556,14987248
2000-04-19,15.97014331817627,16.429195519153566,15.221165865437998,15.341968830809554,21162950
2000-04-20,16.042617797851562,16.284223613980117,15.752691129352277,16.284223613980117,11451394
2000-04-24,16.815759658813477,17.10568638869558,15.945979469167161,16.042621194369453,15705022
2000-04-25,16.79159927368164,16.91240221324519,16.308389069702745,16.6707978883934,10930718
2000-04-26,16.815759658813477,16.815759658813477,16.42919120372908,16.525832928931372,10977094
2000-04-27,16.525829315185547,16.839917184823435,16.235902648702456,16.235902648702456,10821945
2000-04-28,16.28422737121582,16.574154106609473,16.139264780656625,16.52583324308974,9442575
2000-05-01,16.163421630859375,16.815757060881054,15.970136656040918,16.332545400972403,8701192
2000-05-02,16.598318099975586,16.719121056177976,16.187588359742566,16.235909231368417,11289499
2000-05-03,16.501665115356445,16.791591729189356,16.33254138681013,16.598308356150486,12143872
2000-05-04,16.62246322631836,16.743266076907812,16.33253669575851,16.429179908794566,6728631
2000-05-05,17.250646591186523,17.371449497238842,16.260062139847577,16.380865045899892,13274287
2000-05-08,17.83050537109375,17.927147103778683,17.3714548094273,17.395614465460856,19277133
2000-05-09,17.284378051757812,17.695910751277232,17.187545820667673,17.647493857075133,11734287
2000-05-10,16.8062686920166,17.502243057292922,16.70338632394536,17.066502029903756,10972245
2000-05-11,16.53998374938965,16.897047737062525,16.388684499302983,16.872840853729393,10377895
2000-05-12,16.691280364990234,16.800216004900104,16.146605280067977,16.412890323429597,8216035
2000-05-15,17.04228973388672,17.139120350412473,16.53392510384366,16.582340412106536,8647121
2000-05-16,17.235958099365234,17.381204071134878,16.75180174550579,17.211749658746804,13044936
2000-05-17,17.429622650146484,17.550661761216137,17.114920649902597,17.235961318286186,14851914
2000-05-18,17.50224494934082,17.647490935963003,17.332790519624705,17.478036506246887,7625479
2000-05-19,17.114917755126953,17.33278905259047,16.969671780798283,17.308580611545523,7669009
2000-05-22,17.018083572387695,17.502239834259818,16.751798562746036,17.211746388599213,9559358
2000-05-23,17.114917755126953,17.235958403038023,16.72759359960349,16.969671780798283,7328673
2000-05-24,17.139118194580078,17.405404692500944,16.8002095220562,16.8002095220562,8767488
2000-05-25,17.683794021606445,17.72010588951984,17.211742853358377,17.26015815813856,10757862
2000-05-26,17.478036880493164,17.59907754124079,17.308582447148627,17.381206220671668,6293961
2000-05-30,17.114917755126953,17.211749961993075,16.92125645602206,17.06650243035073,8749465
2000-05-31,17.235958099365234,17.429619395058094,16.921256157893865,16.94546304119865,7391597
2000-06-01,17.429622650146484,17.865363761460024,17.38120731718141,17.695909317425297,10491305
2000-06-02,16.87285041809082,17.79274676709257,16.75181126087327,17.79274676709257,10964130
2000-06-05,16.558135986328125,17.018083818842232,16.364473167311996,16.969668503416543,10231600
2000-06-06,16.824417114257812,16.969664584303615,16.437093122990692,16.654962770746383,9990655
2000-06-07,16.84862518310547,17.11491012938527,16.751794576696994,16.82441675284686,5864245
2000-06-08,17.139118194580078,17.21174192649604,16.87283325397216,16.945455428575173,6758986
2000-06-09,17.816944122314453,17.816944122314453,17.090709631420278,17.187540273947413,6991814
2000-06-12,17.187549591064453,17.72012152829019,17.187549591064453,17.453836338334522,5991990
2000-06-13,17.75642204284668,17.962188305807768,17.45382514695569,17.574864216774767,11890806
2000-06-14,18.04692268371582,18.180065246328947,17.768534113883106,17.792741003096026,11655027
2000-06-15,18.20427131652832,18.20427131652832,17.865362453275342,17.962193112115102,8795419
2000-06-16,18.567384719848633,18.640008477368145,17.986397774319514,17.986397774319514,15176651
2000-06-19,18.107437133789062,18.518969689740164,18.107437133789062,18.518969689740164,8754102
2000-06-20,17.913772583007812,18.155850717154948,17.526448502760417,18.05902008642144,11612761
2000-06-21,18.155860900878906,18.276900035844,17.962197973471902,18.204276243402095,17290132
2000-06-22,17.720111846923828,18.13164596919346,17.235957079038805,18.13164596919346,17932440
2000-06-23,17.76853370666504,18.010610379816452,17.526455476199637,17.81694904129532,15039842
2000-06-26,17.913772583007812,17.962187898374566,17.623279133493924,17.816941952274306,16788217
2000-06-27,18.20427131652832,18.246634924434943,17.79273868048861,18.01060844153498,12328111
2000-06-28,18.004552841186523,18.18005895651587,17.9137739234171,18.059021437698966,13451675
2000-06-29,17.907716751098633,18.083222812994137,17.67169039090695,18.083222812994137,17503040
2000-06-30,18.591590881347656,18.633954475160493,17.72010901246461,17.72010901246461,17022416
2000-07-03,18.470548629760742,18.51896393471275,18.228470547687657,18.51896393471275,6093069
