Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.69293975830078,94.48545470850428,91.69709811929884,94.48545470850428,8164300
2000-01-04,89.06806945800781,91.8165921738408,88.99836054854829,91.47800604218021,8089800
2000-01-05,89.22737884521484,90.20330330133439,87.4746981893267,89.18754519394466,12177900
2000-01-06,87.79338836669922,90.18340801370556,87.79338836669922,88.98839819020239,6227200
2000-01-07,92.89209747314453,92.89209747314453,89.26723432131942,89.42656896535568,8066500
2000-01-10,93.21077728271484,93.6290307705219,92.43402080535888,93.21077728271484,5741700
2000-01-11,92.09539794921875,93.11115601483513,91.4580595551065,92.93190459149106,7503700
2000-01-12,91.17926025390625,92.15518505784713,91.05975925750532,92.15518505784713,6907700
2000-01-13,92.4140853881836,92.89208927812247,91.31865980707366,92.07549929947689,5158300
2000-01-14,93.66890716552734,93.98757663494015,93.03156822670174,93.39007137979114,7437300
2000-01-18,92.93191528320312,93.44975278799595,92.53357874105481,92.63316287659188,6488500
2000-01-19,93.68876647949219,93.68876647949219,92.4140893845331,92.61325768062046,6157900
2000-01-20,92.2547378540039,93.66883249727556,91.65723307515673,93.66883249727556,5800100
2000-01-21,92.05562591552734,92.73279841252602,91.81662385776309,92.73279841252602,6244800
2000-01-24,89.44646453857422,92.95182587430992,88.84895976543744,92.83232491968256,7896900
2000-01-25,90.46223449707031,90.46223449707031,88.5900526294515,89.55601880582928,9942500
2000-01-26,89.74524688720703,90.21329244909104,89.28715974153332,89.86474788173061,5158100
2000-01-27,89.3867416381836,90.64150204888001,88.03239706790808,90.40250006589022,10922700
2000-01-28,86.59840393066406,89.26725998556492,86.37931873212742,88.86892326095285,11916200
2000-01-31,88.9485855102539,89.01829443306758,86.04072758716903,86.55856529949921,10768700
2000-02-01,89.82489013671875,90.30289398667024,88.2912944514577,89.06805070762888,8419900
2000-02-02,89.90457916259766,90.66141877451142,89.46640886096338,90.04399698584493,6205900
2000-02-03,91.2589111328125,91.29874479109831,89.2273945602357,89.78506577623718,7997500
2000-02-04,90.88053131103516,91.77678901627219,90.5817787426228,91.25895123102413,4925400
2000-02-07,90.74108123779297,91.00000003851538,90.14357631304894,90.86058222274177,5845800
2000-02-08,91.97591400146484,92.13524862944486,91.5377437745198,91.75682888799231,4936400
2000-02-09,90.04402923583984,92.0755468164759,90.03407081632692,92.0755468164759,8511500
2000-02-10,90.22320556640625,90.86054388387313,89.78503547314776,90.26303921124793,6690600
2000-02-11,88.39088439941406,90.46223455208171,87.97263100320232,90.40248406690861,9849800
2000-02-14,88.90872192382812,89.08797337931972,88.15188244508586,89.08797337931972,8528800
2000-02-15,89.91455078125,90.00417653792641,87.82328312546724,88.74941594445676,11078300
2000-02-16,88.5900650024414,89.8249085343999,88.46060559989736,89.46640557350871,8845400
2000-02-17,88.13197326660156,89.50623454465705,88.09213960636808,89.50623454465705,7584200
2000-02-18,86.23988342285156,88.51040229356867,85.80171311446756,88.51040229356867,9409200
2000-02-22,86.02080535888672,86.89714604788672,85.1046310022049,86.16022319577309,16415400
2000-02-23,87.03657531738281,87.61416357463776,85.7220641112164,86.43907022367081,12119000
2000-02-24,85.28388977050781,87.33532383084464,84.82580255315104,87.11623863993488,17375000
2000-02-25,84.97516632080078,87.13614265873747,84.84570690885066,86.1602178609596,10559900
2000-02-28,86.75772857666016,87.11623158730751,84.58679367885117,85.00504719127308,13397800
2000-02-29,87.59424591064453,87.59424591064453,86.51873675212366,86.71790511481271,8242500
2000-03-01,88.23155212402344,88.59005504461766,87.45479579606928,87.71371457205399,6868000
2000-03-02,88.29131317138672,88.66973296616595,87.53447358182825,88.39089732790757,7600200
2000-03-03,89.94438934326172,90.32280905041894,89.0481321420999,89.50621915602706,12770300
2000-03-06,89.06806945800781,90.08382785298957,88.43073085723495,89.74524172132898,11967100
2000-03-07,87.34525299072266,89.32697746286425,86.18011850207661,89.22739331853552,20062000
2000-03-08,87.23571014404297,87.85313183684327,86.06061724484239,86.97679136964284,11808500
2000-03-09,89.7850570678711,89.7850570678711,86.75769933177605,87.47470511137752,5500900
2000-03-10,89.30708312988281,90.50209316284288,88.92866328611213,89.34691679764815,7924600
2000-03-13,88.33114624023438,89.52615611045175,86.47888094139745,87.11621953884672,10540500
2000-03-14,87.07638549804688,89.28715374834039,86.777633031791,88.76931614016353,8263900
2000-03-15,89.10789489746094,89.50623148618449,86.71787536511955,87.2357129304602,10300800
2000-03-16,93.27052307128906,93.58919237924135,89.78507751556077,90.26308147748922,25601400
2000-03-17,93.886962890625,94.56585628455976,92.92852515801121,93.16813459116466,10272900
2000-03-20,93.4077377319336,94.14653343438796,92.50920241813773,93.84702166312267,12502300
2000-03-21,95.3246078491211,95.68402195496193,92.32949030044742,92.98841616115563,13612600
2000-03-22,95.90365600585938,96.3828747741585,95.00512081529855,95.56420937831417,8260000
2000-03-23,97.54100799560547,98.0601617740877,95.30465325752813,95.30465325752813,11654500
2000-03-24,98.12006378173828,99.51778548803085,96.94198405786312,97.68077981690348,11462900
2000-03-27,97.08177185058594,98.25985176403402,97.00190202594538,98.00027483395223,8798600
2000-03-28,96.52263641357422,97.75063437373863,96.22312471597314,96.64244109261465,6334400
2000-03-29,96.62249755859375,97.43117934225216,95.62412498617597,96.84213952452566,6747500
2000-03-30,95.00508117675781,97.071711252797,94.00670915934758,95.94355087312344,9491900
2000-03-31,96.08335876464844,97.32134052761772,94.84537700167915,95.60414001769259,9249100
2000-04-03,96.64244842529297,96.64244842529297,95.00511768750908,95.9236202965098,8508200
2000-04-04,95.92362213134766,97.76062738448755,90.34272030251509,96.96192944833977,19585500
2000-04-05,95.3246078491211,96.36291526599464,94.32623533289654,94.48597493549246,8387200
2000-04-06,96.15325927734375,96.92200613274355,95.2048053648375,96.0035033964217,6378500
2000-04-07,96.76226043701172,97.20154432673814,96.16323695102113,96.8421302351438,6023600
2000-04-10,96.38289642333984,97.83053677774055,96.04344971954934,96.96195256510013,9624200
2000-04-11,96.10327911376953,96.88200919592973,94.80539564350254,95.84370241971614,9006400
2000-04-12,93.4676513671875,96.5825741642995,93.38778155187694,96.08338781860847,10779200
2000-04-13,92.16976928710938,94.66570108106272,91.87025747183498,94.22641708532693,12225800
2000-04-14,86.89836120605469,91.25126624808591,85.30096486035515,91.13146152215845,29604000
2000-04-17,89.93339538574219,89.93339538574219,86.05971006051261,86.3791892625934,23918200
2000-04-18,92.30949401855469,92.30949401855469,89.31437740536343,89.81356350756197,11069200
2000-04-19,91.4509048461914,92.72882142046133,91.07152336320503,92.32947249100198,6553700
2000-04-20,91.89019775390625,91.97006754769495,90.97169512533613,91.73045816632884,8537600
2000-04-24,90.89181518554688,91.57070835696791,89.77363819732398,90.4125964763085,12893100
2000-04-25,94.6656494140625,94.66564941406251,92.28952364307042,92.40932830379272,14102000
2000-04-26,93.59739685058594,95.04503658854166,93.28790145833334,94.54585047200521,7711100
2000-04-27,93.28788757324219,94.14648756588976,91.37101317105228,91.37101317105228,15595300
2000-04-28,92.70891571044922,94.47603590006257,92.68894825067957,93.9269307563974,8743400
2000-05-01,93.966796875,94.8753156293163,93.18806651415747,93.64731775260307,7328300
2000-05-02,92.08991241455078,94.00678830175738,92.08991241455078,92.96848052952048,9411900
2000-05-03,89.93339538574219,92.01001019926731,89.31440443171066,92.01001019926731,12630700
2000-05-04,90.6122817993164,90.96171215001894,89.93338854652295,90.73208649098585,5963600
2000-05-05,91.71045684814453,92.00996846423907,90.05315923908815,90.13302900338002,7862400
2000-05-08,91.0216293334961,91.61066916355821,90.63226402209911,91.21132012622796,5064100
2000-05-09,90.29278564453125,91.6306044499677,89.62387624181304,91.41096255653784,5620300
2000-05-10,88.2561264038086,90.07316430035759,88.01651701085709,89.7736525591682,10293900
2000-05-11,90.27286529541016,90.41263748233072,88.89511088147889,89.53406945025861,7091100
2000-05-12,91.25128173828125,91.67059835020771,90.49251834527148,90.61232309153618,5960800
2000-05-15,92.8287124633789,93.0383707728789,90.73212936837895,91.2113483615218,4441300
2000-05-16,93.72721099853516,94.38613685344603,92.8486431919873,93.6473411979399,8192200
2000-05-17,92.74881744384766,93.40774338047778,92.30953348609422,93.0882641384753,5907200
2000-05-18,91.61064910888672,93.48758917345415,91.61064910888672,93.04830532855539,4325600
2000-05-19,90.17301177978516,91.5208147680791,89.71376039118128,91.09151455699288,6518400
2000-05-22,89.49412536621094,90.39266076145401,87.53731494990377,90.25288858886064,10839400
2000-05-23,88.17626190185547,89.97333245692046,87.89671759328981,89.73372304957846,7979200
2000-05-24,89.61394500732422,89.8934893990583,87.21785022103214,88.17628813554897,11081500
2000-05-25,88.0764389038086,90.61230554193683,87.99656908843447,89.89347720356977,8278900
2000-05-26,88.17626190185547,89.25450423489447,87.74696171370105,88.69541561776313,4814000
2000-05-30,91.05158233642578,91.33112666816042,89.11473946655006,89.45418615508498,5362700
2000-05-31,91.25128173828125,92.01004513129104,90.79203021093323,91.09154207659499,6056500
2000-06-01,92.84867095947266,92.92854078395392,91.37107920656922,91.81036324121618,8961600
2000-06-02,94.46599578857422,95.26469370266067,94.23637013827437,95.16485646339986,8962200
2000-06-05,94.0067367553711,94.70559737271137,93.84699718569331,94.22637866367803,6998100
2000-06-06,93.58744049072266,94.42607341169777,93.22802638173332,93.6872777432197,4858900
2000-06-07,94.23640441894531,94.56586742835576,93.28795030094555,93.68729940326124,4919500
2000-06-08,93.86697387695312,94.40609497771418,93.32785277619206,94.2463553923035,5723100
2000-06-09,93.6673355102539,94.54590356875981,93.04834437812475,94.2463917306328,3085300
2000-06-12,92.56912994384766,93.90694955261336,92.56912994384766,93.90694955261336,3678900
2000-06-13,94.3062744140625,94.40611167259952,92.40936650185925,92.52917121210368,6558700
2000-06-14,94.46599578857422,95.12492156769554,94.04667938367884,94.72557261065232,6420500
2000-06-15,94.6656494140625,95.0450308396831,93.82701678900648,94.64568197060879,5881200
2000-06-16,93.88785552978516,94.98865110730343,93.42752283373207,94.98865110730343,5567900
2000-06-19,95.08866119384766,95.52897913665225,93.66763510570554,93.80773626932519,5106900
2000-06-20,94.74849700927734,95.34893108411434,94.14806293444036,94.90861276256722,6480000
2000-06-21,94.70840454101562,95.06866474425702,94.07794918534319,94.10797086894664,3115000
2000-06-22,93.26739501953125,94.58834954126709,92.86710577052038,94.50829169146492,7490500
2000-06-23,92.46682739257812,93.58763742157906,92.1465959557207,93.38749277354319,4863300
2000-06-26,93.6576919555664,93.66769918838568,92.78706270028975,93.10729415050645,5201300
2000-06-27,92.9671859741211,93.96790918159279,92.87712088544863,93.49756927408109,4159500
